10	3392 	3649082620	3466443215
20	793 	4033872758	3973695935
30	20 	4118969937	3910767537
40	4 	4090056272	3922385294
50	1 	4035966125	3913958013
60	1 	4060091836	3935548758
70	1 	4096408749	3973711710
80	1 	4080966467	3918284916
90	1 	4104637515	3926101600
100	1 	4078633109	3909393457
